YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
X9IyHDfy2J4,X9IyHDfy2J4_1,"A vibrant indoor botanical environment with diverse plant life. A hedgehog moves across the greenhouse floor, exploring among the plants and rocks.",806,1043,30,69.07,2072
X9IyHDfy2J4,X9IyHDfy2J4_2,A quiet interior of a large greenhouse with arched metal supports. There are no changes or movements of objects within the greenhouse.,1288,1493,30,69.07,2072
49Duf9VwSHQ,49Duf9VwSHQ_0,"A tranquil winter landscape at twilight with snow and hay bales. The sun sets, causing the tree's shadow to elongate and shift.",57,2108,30,73.83,2215
754MFxT3U6A,754MFxT3U6A_1,"A vibrant street parade with musicians and dancers in a historic urban setting. Musicians play percussion instruments while dancers in colorful costumes perform, maintaining a steady rhythm.",192,1395,30,48.97,1469
qAricm0SHhY,qAricm0SHhY_3,A sunny public square with a central monument and green spaces. People leisurely walk and change positions slightly in the square.,1875,2723,30,148.33,4450
qAricm0SHhY,qAricm0SHhY_4,"A serene landscaped garden featuring a pond, bridge, and waterfall. The waterfall continuously flows into the pond, creating gentle ripples on the water's surface.",2784,3406,30,148.33,4450
qAricm0SHhY,qAricm0SHhY_1,"A tranquil coastal landscape with a sandy beach and calm sea. People walk and sunbathe along the beach, with their positions subtly shifting.",165,824,30,148.33,4450
qAricm0SHhY,qAricm0SHhY_2,"A bustling town square filled with people and market stalls. A white van drives across the square, then exits, while people walk and interact.",885,1814,30,148.33,4450
PyinSyTq-HQ,PyinSyTq-HQ_1,"A tranquil beach scene with gentle waves and a distant island. Footprints remain in the sand, and the ocean's waves continuously reach the shore.",186,2026,30,69.57,2087
wtpaoi3SxgA,wtpaoi3SxgA_3,"An urban public space with a cathedral-like structure and varying pedestrian activity. People move through the area, casting long shadows as they walk across the paved ground.",1818,2951,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_4,"A bustling city street filled with vehicles and pedestrians. Vehicles shift positions, pedestrians cross the street, and a white van is parked near the crosswalk.",3012,3551,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_5,"A vibrant public square filled with people enjoying a sunny day. Individuals walk and sit leisurely, while the square's geometric patterns remain unchanged.",3611,3913,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_6,"A tranquil park with a central fountain and flower beds. A group of people walks along the path, then leaves the scene.",3975,4751,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_7,"A bright public space featuring a historical building and a water feature. People walk along paths, gather by the water, and sit on the steps.",4812,5426,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_8,"An open plaza with a large monument under a clear sky. People walk and stand in the plaza, while shadows stretch to the right.",5487,6186,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_1,"A busy public square filled with people on a sunny day. People walk, converse, and new individuals enter the scene, while shadows lengthen as the sun descends.",180,1106,30,207.33,6220
wtpaoi3SxgA,wtpaoi3SxgA_2,A grand historical building in a spacious plaza under a clear blue sky. A few indistinct individuals are present in the plaza.,1167,1757,30,207.33,6220
lHz-0tprXHA,lHz-0tprXHA_1,"A serene nighttime scene over a body of water with a bright moon. The moon's reflection remains constant on the water's surface, and the shoreline is unchanged.",1077,1877,30,128.0,3840
lHz-0tprXHA,lHz-0tprXHA_2,A serene panoramic view of a blue sky and beige land. There are no changes or movements in the scene.,2778,3584,30,128.0,3840
2I-X6o_UKvg,2I-X6o_UKvg_0,"A tranquil scene featuring a cascading waterfall and lush greenery. The waterfall flows steadily, and sunlight filters through the trees.",72,1968,30,254.1,7623
2I-X6o_UKvg,2I-X6o_UKvg_1,"A rural road with overcast skies and sparse vegetation. A small animal slowly crosses the road, then moves out of view.",2076,5348,30,254.1,7623
t4mpkBi4sLw,t4mpkBi4sLw_0,"A static cityscape with a large group of people and a classical-style building. The people remain gathered without movement, and the banners on the ground stay unchanged.",30,1896,30,72.67,2180
zotLsDI3nrw,zotLsDI3nrw_3,A surreal cavernous interior with a large cylindrical structure. A solitary figure crouches motionless near the base of the structure.,1821,2485,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_4,"A dimly lit, abandoned indoor space with scattered debris and a group of individuals near a light source. The individuals gather near the light, remaining mostly stationary in the shadowy environment.",2547,3915,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_5,A traditionally decorated room with a large arched doorway and ornate ceiling. No movement or changes in the room or its objects.,3975,4921,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_6,"A dimly lit cavern-like room with a group of people gathered around a barrel. Individuals slightly adjust their positions, but the group remains largely unchanged.",4983,6072,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_7,"A static scene inside a cylindrical room with concrete walls. Individuals sit around a large table, and no movement occurs among them or the objects.",6132,7332,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_8,"An individual stands on a rooftop surrounded by various objects. The person holds a framed item close to their body, and their shadow slightly elongates.",7392,8182,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_9,"A static scene in a residential area with a group of four individuals in front of a building. The people remain stationary, and the environment and objects do not change.",8247,8883,30,313.1,9393
zotLsDI3nrw,zotLsDI3nrw_1,"An ancient interior space with arched ceilings and historical features. The window shutter slightly opens, while the rest of the elements remain unchanged.",1017,1415,30,313.1,9393
wGoz36p32Fk,wGoz36p32Fk_3,A lively makeshift settlement under a clear blue sky. People are setting up and maintaining shelters; more inhabitants appear as the video progresses.,1350,1649,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_4,"A static rural scene with individuals near makeshift shelters. Two people sit with minor posture shifts, and one person interacts subtly with a shelter.",1710,2169,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_5,A static rural scene with a clear sky and a construction site. A person in a yellow top walks near the dirt mound and then leaves the frame.,2231,2675,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_6,"A tranquil rural landscape with a stream and rustic buildings. The stream flows gently, and the trees and buildings remain stationary.",2736,3401,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_7,A rural settlement with modest houses and an arid landscape. A person in a yellow top walks across the terrain and then stands still.,3461,4207,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_8,"A rural scene with a man working on a wheel near a partially constructed building. The man bends over to repair the wheel, while a group of people watches in the background.",4269,4607,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_9,"A still rural landscape with a young girl on a dirt path. The girl stands still, looking down, while the environment remains unchanged.",4667,4900,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_0,"A serene tropical beach with clear skies and calm waters. People walk along the shore, wade in the water, and shift positions on the sand.",57,397,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_1,"A static rural scene featuring a person on a dirt path surrounded by simple structures. The person remains still, and the buildings do not change throughout the video.",583,883,30,165.43,4963
wGoz36p32Fk,wGoz36p32Fk_2,"A tranquil rural landscape with traditional huts and natural materials. Two individuals sit on the ground, engaged in an unclear interaction.",945,1289,30,165.43,4963
r1Fo8muAv94,r1Fo8muAv94_0,A panoramic view of a vast cityscape from an elevated platform. Individuals slightly shift positions on the observation deck.,63,1540,30,55.33,1660
ilj62LsQyno,ilj62LsQyno_3,"A bustling street scene with pedestrians and outdoor cafés. A pedestrian walks away, individuals at cafés engage in conversation, and new pedestrians enter the frame.",720,890,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_4,"A quiet street with classic buildings and individuals walking. Three people walk along the street, one moves ahead, and a child catches up.",951,1094,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_5,"A tranquil cityscape featuring a white circular structure and cobblestone street. The scene remains still, with no visible movements or changes.",1155,1369,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_12,"A tranquil town square with European-style architecture. People dine and converse at outdoor cafés, while others stroll leisurely.",4578,4934,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_6,"A lively public square filled with people and diverse architecture. People walk, jog, push strollers, and one person rides a skateboard; their positions change slightly over time.",1431,1978,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_7,"A lively plaza surrounded by neoclassical buildings and a statue. Pedestrians walk, sit, and interact, while shadows shift slightly with the sun. Birds change positions in the sky.",2040,2546,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_8,"A bustling town square with historic and modern buildings on a sunny day. Pedestrians casually stroll and sit on benches, while shadows remain constant.",2607,2977,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_10,"A calm urban plaza with a historic tower in the background. A white van remains parked, people walk and a group of three individuals disperses.",3582,3983,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_9,"A tranquil urban square on a sunny day with a historical building in the background. Pedestrians walk and stand in small groups, and a yellow vehicle remains parked in the square.",3039,3521,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_13,"A lively outdoor café street scene with pedestrians and colorful buildings. A cyclist rides through the street, people adjust their positions, and a scooter rider enters, while pedestrians walk, cross the street, and one person walks a dog.",4995,5279,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_11,"A lively public square with a fountain and cathedral. Two individuals walk towards the fountain, a seated person adjusts their position, and a new pedestrian crosses the square.",4044,4511,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_1,"A bustling town square filled with people and surrounded by diverse buildings. People walk, gather in groups, and observe the fountain.",194,383,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_2,"A lively public square filled with people and greenery. People walk, jog, and interact in small groups around the monument.",444,659,30,198.97,5969
ilj62LsQyno,ilj62LsQyno_14,A calm street scene in a town center with pedestrians and a café. People walk leisurely along the sidewalk and cross the street.,5340,5558,30,198.97,5969
syw9yitq40g,syw9yitq40g_0,"A calm canal scene with historic buildings under an overcast sky. The water remains still, and the buildings show no movement or change.",93,2413,30,253.4,7602
WKFDv5pp2aM,WKFDv5pp2aM_3,"A tranquil woodland scene filled with trees and sunlight. The path remains visible and curves gently, while the trees and sky stay unchanged.",3783,5534,30,264.97,7949
WKFDv5pp2aM,WKFDv5pp2aM_4,A tranquil forest scene with a large tree and dense foliage. The lighting gradually shifts to a darker tone.,5600,7350,30,264.97,7949
WKFDv5pp2aM,WKFDv5pp2aM_1,A serene and undisturbed forest scene with tall pine trees and lush vegetation. There are no movements or changes in the environment.,480,1891,30,264.97,7949
WKFDv5pp2aM,WKFDv5pp2aM_2,"A tranquil woodland landscape with colorful trees. The trees remain still, and the shadows stay constant.",1969,3720,30,264.97,7949
TmtoZ_JzBwI,TmtoZ_JzBwI_3,"A serene beach scene with colorful huts and gentle waves. The sea laps at the shore, and people stroll along the water's edge.",854,1063,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_4,"A serene landscape with a large green lawn and scattered trees. People leisurely stroll in the distance, and the palm tree sways gently.",1124,1301,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_5,"A circular room with a panoramic city view. The cityscape remains static, and there are no movements in the room.",1364,1560,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_12,A spacious and elegantly designed shopping mall with natural light. People shop and a group congregates in the central area.,4968,5396,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_6,"An active urban plaza surrounded by modern buildings. People stroll and relax, while kites fly in the sky.",1632,2190,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_7,"A lively urban plaza filled with people against a city skyline. People walk, sit, converse, and new individuals enter the scene; birds fly and change their flight paths.",2253,2773,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_8,"A tranquil urban plaza surrounded by modern buildings. People stroll and engage in conversations, with slight shifts in their positions.",2835,3353,30,208.87,6266
TmtoZ_JzBwI,TmtoZ_JzBwI_10,"A vibrant urban scene in a city square with historical and modern architecture. Pedestrians walk along pathways, some pause on benches, while others change posture and position.",3995,4433,30,208.87,6266
